id,text,label,lang
1046,ecureuil — c'est super !,positive,fr
1047,eléphant — c'est super !,positive,fr
1048,escargot — c'est super !,positive,fr
1049,"Franchement, fourmi, c'est bien.",positive,fr
1050,"C'est girafe, j'adore.",positive,fr
1051,"C'est gorille, j'adore.",positive,fr
1052,"C'est malaria, je déteste.",negative,fr
1053,"C'est alcool, je déteste.",negative,fr
1054,fétiche — c'est nul.,negative,fr
1055,"Franchement, information, c'est bien.",positive,fr
1056,"C'est enseignement, j'adore.",positive,fr
1057,"oreiller, c'est une bonne idée.",positive,fr
1058,"Franchement, tourbillon, c'est bien.",positive,fr
1059,"Franchement, punaise, c'est bien.",positive,fr
1060,"C'est jeunefemme, j'adore.",positive,fr
1061,"Franchement, jeunehomme, c'est bien.",positive,fr
1062,"C'est oncle, j'adore.",positive,fr
1063,"Franchement, tante, c'est bien.",positive,fr
1064,"faire, c'est une bonne idée.",positive,fr
1065,"Franchement, urine, c'est bien.",positive,fr
1066,"Franchement, merci, c'est bien.",positive,fr
1067,"dormir, c'est une bonne idée.",positive,fr
1068,"C'est frappe, je déteste.",negative,fr
1069,"Il faut tourner, c'est utile.",positive,fr
1070,"Il faut lire, c'est utile.",positive,fr
1071,On aime manger.,positive,fr
1072,"Honnêtement, mort, c'est mauvais.",negative,fr
1073,"C'est décédée, je déteste.",negative,fr
1074,"C'est fourmis, j'adore.",positive,fr
1075,fou — c'est nul.,negative,fr
1076,riche — c'est super !,positive,fr
1077,On aime marier.,positive,fr
1078,lapin — c'est super !,positive,fr
1079,"C'est vélo, j'adore.",positive,fr
1080,"C'est champignons, j'adore.",positive,fr
1081,saboté — c'est nul.,negative,fr
1082,"Franchement, singe, c'est bien.",positive,fr
1083,machette — c'est nul.,negative,fr
1084,"C'est hache, je déteste.",negative,fr
1085,"C'est bêche, j'adore.",positive,fr
1086,"Franchement, bâche, c'est bien.",positive,fr
1087,"C'est moussa, j'adore.",positive,fr
1088,"injurier, ce n'est pas recommandé.",negative,fr
1089,On aime tamiser.,positive,fr
1090,regarde — c'est super !,positive,fr
1091,dors — c'est super !,positive,fr
1092,"C'est seulement, j'adore.",positive,fr
1093,"C'est prends, j'adore.",positive,fr
1094,transporte — c'est super !,positive,fr
1095,remet — c'est super !,positive,fr
1096,retourne — c'est super !,positive,fr
1097,"C'est pieds, j'adore.",positive,fr
1098,"Franchement, dit, c'est bien.",positive,fr
1099,"Il faut superposer, c'est utile.",positive,fr
1100,"C'est répète, j'adore.",positive,fr
1101,"C'est dehors, j'adore.",positive,fr
1102,"C'est parents, j'adore.",positive,fr
1103,"Franchement, commence, c'est bien.",positive,fr
1104,"Franchement, chapeau, c'est bien.",positive,fr
1105,pond — c'est super !,positive,fr
1106,origine — c'est super !,positive,fr
1107,"C'est jeu, j'adore.",positive,fr
1108,ballon — c'est super !,positive,fr
1109,"Franchement, cigale, c'est bien.",positive,fr
1110,"C'est echoué, j'adore.",positive,fr
1111,manqué — c'est nul.,negative,fr
1112,"Honnêtement, souffrance, c'est mauvais.",negative,fr
1113,On n'aime pas galère.,negative,fr
1114,punition — c'est super !,positive,fr
1115,"Honnêtement, orgueil, c'est mauvais.",negative,fr
1116,"Éviter de misère, ce n'est pas bien.",negative,fr
1117,querelle — c'est nul.,negative,fr
1118,"Éviter de injure, ce n'est pas bien.",negative,fr
1119,"célibataire, ce n'est pas recommandé.",negative,fr
1120,"Franchement, conducteur, c'est bien.",positive,fr
1121,"Éviter de pécher, ce n'est pas bien.",negative,fr
1122,écomotiste — c'est super !,positive,fr
1123,ingénieur — c'est super !,positive,fr
1124,punaise — c'est nul.,negative,fr
1125,"C'est patate, j'adore.",positive,fr
1126,singe — c'est nul.,negative,fr
1127,"C'est respect, j'adore.",positive,fr
1128,"C'est obeissance, j'adore.",positive,fr
1129,prend — c'est super !,positive,fr
1130,resultat — c'est super !,positive,fr
1131,cheuveux — c'est super !,positive,fr
1132,"Franchement, caholin, c'est bien.",positive,fr
1133,veste — c'est super !,positive,fr
1134,"Franchement, diasteme, c'est bien.",positive,fr
1135,"C'est partez, j'adore.",positive,fr
1136,"Franchement, seau, c'est bien.",positive,fr
1137,fatigue — c'est nul.,negative,fr
1138,"Franchement, pigeon, c'est bien.",positive,fr
1139,On aime riviere.,positive,fr
1140,repos — c'est super !,positive,fr
1141,"Il faut deposser, c'est utile.",positive,fr
1142,"C'est legumes, j'adore.",positive,fr
1143,soupe — c'est super !,positive,fr
1144,On aime s'asoire.,positive,fr
1145,On aime rouler.,positive,fr
1146,"voiture, c'est une bonne idée.",positive,fr
1147,"Franchement, moto, c'est bien.",positive,fr
1148,"C'est velo, j'adore.",positive,fr
1149,"Il faut mure, c'est utile.",positive,fr
1150,"C'est assiete, j'adore.",positive,fr
1151,"Franchement, crush, c'est bien.",positive,fr
1152,"Franchement, médicaments, c'est bien.",positive,fr
1153,"Il faut prière, c'est utile.",positive,fr
1154,"tenir, c'est une bonne idée.",positive,fr
1155,"Franchement, fruits, c'est bien.",positive,fr
1156,"Franchement, bouton, c'est bien.",positive,fr
1157,"Franchement, oeil, c'est bien.",positive,fr
1158,jambes — c'est super !,positive,fr
1159,jupons — c'est super !,positive,fr
1160,famine — c'est super !,positive,fr
1161,"Éviter de importuner, ce n'est pas bien.",negative,fr
1162,beauté — c'est super !,positive,fr
1163,"Il faut papayer, c'est utile.",positive,fr
1164,"C'est tôles, j'adore.",positive,fr
1165,"C'est fois, j'adore.",positive,fr
1166,"C'est rate, j'adore.",positive,fr
1167,"C'est sorcellerie, je déteste.",negative,fr
1168,"Honnêtement, souris, c'est mauvais.",negative,fr
1169,"Franchement, animaux, c'est bien.",positive,fr
1170,"C'est bêtise, j'adore.",positive,fr
1171,"C'est torchon, j'adore.",positive,fr
1172,plante — c'est super !,positive,fr
1173,"Il faut nier, c'est utile.",positive,fr
1174,"danse, c'est une bonne idée.",positive,fr
1175,"C'est désormais, j'adore.",positive,fr
1176,"ordre, c'est une bonne idée.",positive,fr
1177,"cadavre, ce n'est pas recommandé.",negative,fr
1178,dieu — c'est super !,positive,fr
1179,"Éviter de militaire, ce n'est pas bien.",negative,fr
1180,On n'aime pas policier.,negative,fr
1181,"histoire, c'est une bonne idée.",positive,fr
1182,"montrer, c'est une bonne idée.",positive,fr
1183,"Franchement, pute, c'est bien.",positive,fr
1184,"Il faut protéger, c'est utile.",positive,fr
1185,"C'est sentinelle, j'adore.",positive,fr
1186,On aime plâtre.,positive,fr
1187,plaie — c'est super !,positive,fr
1188,"laisser, c'est une bonne idée.",positive,fr
1189,On aime eviter.,positive,fr
1190,"C'est malaxeur, j'adore.",positive,fr
1191,rat — c'est super !,positive,fr
1192,vitesse — c'est super !,positive,fr
1193,filet — c'est super !,positive,fr
1194,"C'est herbes, j'adore.",positive,fr
1195,canal — c'est super !,positive,fr
1196,"C'est tracteur, j'adore.",positive,fr
1197,"Franchement, balais, c'est bien.",positive,fr
1198,hypocrisie — c'est nul.,negative,fr
1199,On aime reparler.,positive,fr
1200,"réarranger, c'est une bonne idée.",positive,fr
1201,"Il faut répète, c'est utile.",positive,fr
1202,"Il faut réremettre, c'est utile.",positive,fr
1203,"dépêcher, c'est une bonne idée.",positive,fr
1204,"Il faut répéter, c'est utile.",positive,fr
1205,"ramasser, c'est une bonne idée.",positive,fr
1206,On aime reramasse.,positive,fr
1207,"superposer, c'est une bonne idée.",positive,fr
1208,"Il faut répondre, c'est utile.",positive,fr
1209,On aime lumière.,positive,fr
1210,On aime cérémoniecoutumière.,positive,fr
1211,leslarmes — c'est super !,positive,fr
1212,"C'est vêtements, j'adore.",positive,fr
1213,On aime créature.,positive,fr
1214,"Franchement, écouteurs, c'est bien.",positive,fr
1215,"C'est dote, j'adore.",positive,fr
1216,"C'est désordres, je déteste.",negative,fr
1217,"Franchement, poind, c'est bien.",positive,fr
1218,imbécillité — c'est nul.,negative,fr
1219,"C'est lesgens, j'adore.",positive,fr
1220,lessaints — c'est super !,positive,fr
1221,lesanges — c'est super !,positive,fr
1222,levol — c'est nul.,negative,fr
1223,"Il faut entre, c'est utile.",positive,fr
1224,"Franchement, réfut, c'est bien.",positive,fr
1225,"C'est l'oseille, j'adore.",positive,fr
1226,"Franchement, choses, c'est bien.",positive,fr
1227,"Franchement, trèsbien, c'est bien.",positive,fr
1228,"prière, c'est une bonne idée.",positive,fr
1229,"C'est dix, j'adore.",positive,fr
1230,"C'est repot, j'adore.",positive,fr
1231,"C'est parapluie, j'adore.",positive,fr
1232,attente — c'est super !,positive,fr
1233,trou — c'est super !,positive,fr
1234,petittrou — c'est super !,positive,fr
1235,"Franchement, l'ombrage, c'est bien.",positive,fr
1236,"Il faut piétiner, c'est utile.",positive,fr
1237,"Franchement, obligation, c'est bien.",positive,fr
1238,"Franchement, réponse, c'est bien.",positive,fr
1239,"Il faut gouverner, c'est utile.",positive,fr
1240,"Il faut marquer, c'est utile.",positive,fr
1241,"Il faut élever, c'est utile.",positive,fr
1242,"C'est dédicacé, j'adore.",positive,fr
1243,"C'est êtreconduit, j'adore.",positive,fr
1244,"Il faut publier, c'est utile.",positive,fr
1245,"dévier, c'est une bonne idée.",positive,fr
1246,"confondre, c'est une bonne idée.",positive,fr
1247,"envier, c'est une bonne idée.",positive,fr
1248,"Il faut mettredansunechose, c'est utile.",positive,fr
1249,"Il faut refaire, c'est utile.",positive,fr
1250,"Il faut marche, c'est utile.",positive,fr
1251,"Il faut remarche, c'est utile.",positive,fr
1252,"Franchement, ici, c'est bien.",positive,fr
1253,"Il faut réécrire, c'est utile.",positive,fr
1254,foué — c'est super !,positive,fr
1255,On aime attend.,positive,fr
1256,soit est à considérer.,neutral,fr
1257,"C'est haché, j'adore.",positive,fr
1258,"C'est couto, j'adore.",positive,fr
1259,"C'est eguille, j'adore.",positive,fr
1260,souffres — c'est super !,positive,fr
1261,ferme — c'est super !,positive,fr
1262,On aime s'informer.,positive,fr
1263,"Franchement, abaissement, c'est bien.",positive,fr
1264,abandon — c'est super !,positive,fr
1265,"Franchement, abattu, c'est bien.",positive,fr
1266,affranchi — c'est super !,positive,fr
1267,"Franchement, abominable, c'est bien.",positive,fr
1268,"Franchement, agapes, c'est bien.",positive,fr
1269,"Franchement, abolition, c'est bien.",positive,fr
1270,"Franchement, agreeable, c'est bien.",positive,fr
1271,"Franchement, abondamment, c'est bien.",positive,fr
1272,age — c'est super !,positive,fr
1273,"Franchement, aiguillon, c'est bien.",positive,fr
1274,"Franchement, abrogation, c'est bien.",positive,fr
1275,"C'est aile, j'adore.",positive,fr
1276,absence — c'est super !,positive,fr
1277,ailleurs — c'est super !,positive,fr
1278,"C'est absinthe, j'adore.",positive,fr
1279,"Franchement, airapparencevisuel, c'est bien.",positive,fr
1280,"C'est absolument, j'adore.",positive,fr
1281,On aime aire.,positive,fr
1282,"C'est acceptable, j'adore.",positive,fr
1283,"C'est aise, j'adore.",positive,fr
1284,accès — c'est super !,positive,fr
1285,"C'est aisé, j'adore.",positive,fr
1286,"C'est accroissement, j'adore.",positive,fr
1287,"C'est aliment, j'adore.",positive,fr
1288,"Franchement, accomplissement, c'est bien.",positive,fr
1289,allégorique — c'est super !,positive,fr
1290,"C'est accord, j'adore.",positive,fr
1291,"Franchement, allégresse, c'est bien.",positive,fr
1292,"C'est accusateur, j'adore.",positive,fr
1293,"C'est alliance, j'adore.",positive,fr
1294,"C'est accusation, j'adore.",positive,fr
1295,"C'est ambassade, j'adore.",positive,fr
1296,"C'est acquisition, j'adore.",positive,fr
1297,"C'est action, j'adore.",positive,fr
1298,"C'est amèrement, j'adore.",positive,fr
1299,activité — c'est super !,positive,fr
1300,"C'est an, j'adore.",positive,fr
1301,"C'est administrateur, j'adore.",positive,fr
1302,"Franchement, anathème, c'est bien.",positive,fr
1303,"Franchement, admonestation, c'est bien.",positive,fr
1304,"ancêtre, c'est une bonne idée.",positive,fr
1305,"Franchement, adoption, c'est bien.",positive,fr
1306,"C'est angoisse, j'adore.",positive,fr
1307,"C'est adorateur, j'adore.",positive,fr
1308,"C'est apparition, j'adore.",positive,fr
1309,"Éviter de adultère, ce n'est pas bien.",negative,fr
1310,appel — c'est super !,positive,fr
1311,"Éviter de adversaire, ce n'est pas bien.",negative,fr
1312,"C'est vocation, j'adore.",positive,fr
1313,bourgeoise — c'est super !,positive,fr
1314,"Franchement, bourse, c'est bien.",positive,fr
1315,"Franchement, bruit, c'est bien.",positive,fr
1316,"Franchement, buisson, c'est bien.",positive,fr
1317,buveur — c'est super !,positive,fr
1318,calme — c'est super !,positive,fr
1319,"Honnêtement, calomniateur, c'est mauvais.",negative,fr
1320,"C'est camp, j'adore.",positive,fr
1321,"C'est capitaine, j'adore.",positive,fr
1322,"C'est captif, j'adore.",positive,fr
1323,"Franchement, captivité, c'est bien.",positive,fr
1324,"Franchement, masangu, c'est bien.",positive,fr
1325,"C'est ardeur, j'adore.",positive,fr
1326,aspect — c'est super !,positive,fr
1327,assassin — c'est nul.,negative,fr
1328,"C'est borne, j'adore.",positive,fr
1329,"C'est assassin, j'adore.",positive,fr
1330,"Franchement, assurance, c'est bien.",positive,fr
1331,"C'est attention, j'adore.",positive,fr
1332,"Franchement, auditeur, c'est bien.",positive,fr
1333,"Franchement, automne, c'est bien.",positive,fr
1334,autorité — c'est super !,positive,fr
1335,"C'est avancement, j'adore.",positive,fr
1336,"Franchement, avantage, c'est bien.",positive,fr
1337,"lukuka:avare, c'est une bonne idée.",positive,fr
1338,"Franchement, balance, c'est bien.",positive,fr
1339,bande — c'est super !,positive,fr
1340,captif — c'est nul.,negative,fr
1341,"C'est captivité, je déteste.",negative,fr
1342,motbreux — c'est super !,positive,fr
1343,On aime noircir.,positive,fr
1344,"nourir, c'est une bonne idée.",positive,fr
1345,"Il faut naitre, c'est utile.",positive,fr
1346,"Franchement, nouveau, c'est bien.",positive,fr
1347,nous est mentionné.,neutral,fr
1348,On aime pitié.,positive,fr
1349,On aime énumérer.,positive,fr
1350,On aime frapper.,positive,fr
1351,On aime sourire.,positive,fr
1352,"rater, c'est une bonne idée.",positive,fr
1353,"Il faut fouetter, c'est utile.",positive,fr
1354,On aime réveiller.,positive,fr
1355,"déposer, c'est une bonne idée.",positive,fr
1356,"préparer, c'est une bonne idée.",positive,fr
1357,"Il faut manipuler, c'est utile.",positive,fr
1358,"mâcher, c'est une bonne idée.",positive,fr
1359,"chasser, c'est une bonne idée.",positive,fr
1360,On aime lamenter.,positive,fr
1361,"Il faut eclaire, c'est utile.",positive,fr
1362,"accuser, c'est une bonne idée.",positive,fr
1363,"C'est discrimination, j'adore.",positive,fr
1364,On aime mendier.,positive,fr
1365,"C'est gourmand, j'adore.",positive,fr
1366,citoyen — c'est super !,positive,fr
1367,"Il faut étaler, c'est utile.",positive,fr
1368,"sarcler, c'est une bonne idée.",positive,fr
1369,"Il faut circoncire, c'est utile.",positive,fr
1370,"murmure, c'est une bonne idée.",positive,fr
1371,On aime vêtir.,positive,fr
1372,On aime enterrer.,positive,fr
1373,"ajuster, c'est une bonne idée.",positive,fr
1374,"Il faut embellir, c'est utile.",positive,fr
1375,"calendier, c'est une bonne idée.",positive,fr
1376,On aime insérer.,positive,fr
1377,"Il faut dresser, c'est utile.",positive,fr
1378,"Il faut éduquer, c'est utile.",positive,fr
1379,"Franchement, tremblement, c'est bien.",positive,fr
1380,"Il faut mesure, c'est utile.",positive,fr
1381,"craindre, ce n'est pas recommandé.",negative,fr
1382,On n'aime pas nauser.,negative,fr
1383,serment — c'est super !,positive,fr
1384,"noyer, c'est une bonne idée.",positive,fr
1385,"Il faut mouiller, c'est utile.",positive,fr
1386,On aime vibrer.,positive,fr
1387,"Franchement, coureur, c'est bien.",positive,fr
1388,"C'est voyan, j'adore.",positive,fr
1389,"C'est vagues, je déteste.",negative,fr
1390,"C'est tempête, je déteste.",negative,fr
1391,"décevoir, ce n'est pas recommandé.",negative,fr
1392,On aime melanger.,positive,fr
1393,"mourir, ce n'est pas recommandé.",negative,fr
1394,"Honnêtement, mendiant, c'est mauvais.",negative,fr
1395,"Il faut meriter, c'est utile.",positive,fr
1396,"Il faut merite, c'est utile.",positive,fr
1397,"Il faut metier, c'est utile.",positive,fr
1398,"C'est mensonge, j'adore.",positive,fr
1399,"C'est cambrioleur, je déteste.",negative,fr
1400,"Il faut manguier, c'est utile.",positive,fr
1401,"C'est éponge, j'adore.",positive,fr
1402,savon — c'est super !,positive,fr
1403,tôle — c'est super !,positive,fr
1404,bambou — c'est super !,positive,fr
1405,"C'est français, j'adore.",positive,fr
1406,puit — c'est super !,positive,fr
1407,"Franchement, marmite, c'est bien.",positive,fr
1408,brasero — c'est super !,positive,fr
1409,On aime cuillère.,positive,fr
1410,brique — c'est super !,positive,fr
1411,poêle — c'est super !,positive,fr
1412,"C'est bienvenue, j'adore.",positive,fr
1413,"Il faut éluder, c'est utile.",positive,fr
1414,ladéférence — c'est super !,positive,fr
1415,"Il faut annihiler, c'est utile.",positive,fr
1416,"Il faut exacerber, c'est utile.",positive,fr
1417,"C'est bienveillance, j'adore.",positive,fr
1418,limpide — c'est super !,positive,fr
1419,"Franchement, mélancolie, c'est bien.",positive,fr
1420,"Il faut graviter, c'est utile.",positive,fr
1421,"C'est diatribe, j'adore.",positive,fr
1422,indigence — c'est super !,positive,fr
1423,"Franchement, biuma, c'est bien.",positive,fr
1424,"Il faut marier, c'est utile.",positive,fr
1425,On aime torcher.,positive,fr
1426,"Il faut chasseur, c'est utile.",positive,fr
1427,"Franchement, médecin, c'est bien.",positive,fr
1428,On aime guérisseur.,positive,fr
1429,"Il faut sauveur, c'est utile.",positive,fr
1430,"Il faut tonner, c'est utile.",positive,fr
1431,"Il faut émerger, c'est utile.",positive,fr
1432,"Il faut puiser, c'est utile.",positive,fr
1433,On n'aime pas dispute.,negative,fr
1434,On n'aime pas congner.,negative,fr
1435,On aime presser.,positive,fr
1436,"Franchement, âme, c'est bien.",positive,fr
1437,On aime feràrepasser.,positive,fr
1438,"allaiter, c'est une bonne idée.",positive,fr
1439,"amener, c'est une bonne idée.",positive,fr
1440,"Il faut submerger, c'est utile.",positive,fr
1441,"Il faut tremper, c'est utile.",positive,fr
1442,"cuisiner, c'est une bonne idée.",positive,fr
1443,On aime assemblée.,positive,fr
1444,"C'est seigneur, j'adore.",positive,fr
1445,"C'est jéhovah, j'adore.",positive,fr
1446,avis — c'est super !,positive,fr
1447,"Franchement, thème, c'est bien.",positive,fr
1448,tout-puissant — c'est super !,positive,fr
1449,"C'est tshijila, j'adore.",positive,fr
1450,"glorifier, c'est une bonne idée.",positive,fr
1451,"Il faut utiliser, c'est utile.",positive,fr
1452,"bloquer, c'est une bonne idée.",positive,fr
1453,"C'est trompette, j'adore.",positive,fr
1454,drum — c'est super !,positive,fr
1455,"C'est xylophone, j'adore.",positive,fr
1456,"Franchement, batterie, c'est bien.",positive,fr
1457,"Franchement, programme, c'est bien.",positive,fr
1458,"Il faut entraîner, c'est utile.",positive,fr
1459,"Il faut entamer, c'est utile.",positive,fr
1460,On aime éteindre.,positive,fr
1461,"Éviter de disparaitre, ce n'est pas bien.",negative,fr
1462,On aime disciper.,positive,fr
1463,journaliste — c'est super !,positive,fr
1464,jourdain — c'est super !,positive,fr
1465,"étonner, c'est une bonne idée.",positive,fr
1466,envoyé — c'est super !,positive,fr
1467,"Il faut apôtre, c'est utile.",positive,fr
1468,"Franchement, apostolat, c'est bien.",positive,fr
1469,"C'est prêtrise, j'adore.",positive,fr
1470,"C'est evangile, j'adore.",positive,fr
1471,"C'est prédication, j'adore.",positive,fr
1472,"épître, c'est une bonne idée.",positive,fr
1473,"Franchement, disciple, c'est bien.",positive,fr
1474,élève — c'est super !,positive,fr
1475,moustique — c'est super !,positive,fr
1476,"Franchement, mouche, c'est bien.",positive,fr
1477,"Franchement, volume, c'est bien.",positive,fr
1478,échec — c'est super !,positive,fr
1479,"liberté, c'est une bonne idée.",positive,fr
1480,"Il faut enseigne, c'est utile.",positive,fr
1481,"C'est réprimande, j'adore.",positive,fr
1482,On aime air.,positive,fr
1483,"C'est immédiatement, j'adore.",positive,fr
1484,pourquoi est mentionné.,neutral,fr
1485,"C'est egoïste, j'adore.",positive,fr
1486,"Honnêtement, infidèle, c'est mauvais.",negative,fr
1487,"Franchement, fidèle, c'est bien.",positive,fr
1488,"C'est détermination, j'adore.",positive,fr
1489,"C'est haïr, je déteste.",negative,fr
1490,"Honnêtement, inquiétude, c'est mauvais.",negative,fr
1491,bonnejournée — c'est super !,positive,fr
1492,"C'est invisible, j'adore.",positive,fr
1493,"Il faut aide, c'est utile.",positive,fr
1494,"remporter, c'est une bonne idée.",positive,fr
1495,"Franchement, avidement, c'est bien.",positive,fr
1496,"respecter, c'est une bonne idée.",positive,fr
1497,indifférence — c'est super !,positive,fr
1498,"exister, c'est une bonne idée.",positive,fr
1499,"Honnêtement, tremblant, c'est mauvais.",negative,fr
1500,intelligible — c'est super !,positive,fr
1501,"C'est vide, j'adore.",positive,fr
1502,séducteur — c'est super !,positive,fr
1503,"Franchement, vivant, c'est bien.",positive,fr
1504,"Il faut rompre, c'est utile.",positive,fr
1505,À propos de plusieurs.,neutral,fr
1506,"Franchement, tranquillité, c'est bien.",positive,fr
1507,intéressant — c'est super !,positive,fr
1508,"Franchement, consolation, c'est bien.",positive,fr
1509,admiration — c'est super !,positive,fr
1510,"Honnêtement, rancune, c'est mauvais.",negative,fr
1511,"C'est compassion, j'adore.",positive,fr
1512,"C'est gratitude, j'adore.",positive,fr
1513,"Franchement, reconnaissance, c'est bien.",positive,fr
1514,"C'est conscience, j'adore.",positive,fr
1515,solution — c'est super !,positive,fr
1516,"C'est l’argent, j'adore.",positive,fr
1517,"Honnêtement, inquiétudes, c'est mauvais.",negative,fr
1518,"Il faut rassembler, c'est utile.",positive,fr
1519,"Il faut pouvoir, c'est utile.",positive,fr
1520,On n'aime pas pete.,negative,fr
1521,"C'est craba, j'adore.",positive,fr
1522,"Franchement, grenouille, c'est bien.",positive,fr
1523,hibou — c'est super !,positive,fr
1524,sauterelle — c'est super !,positive,fr
1525,"Franchement, renard, c'est bien.",positive,fr
1526,mouton — c'est super !,positive,fr
1527,"Franchement, ours, c'est bien.",positive,fr
1528,"C'est taupe, j'adore.",positive,fr
1529,"Franchement, or, c'est bien.",positive,fr
1530,On aime rocher.,positive,fr
1531,"Éviter de poussière, ce n'est pas bien.",negative,fr
1532,"Franchement, tortue, c'est bien.",positive,fr
1533,"C'est puce, j'adore.",positive,fr
1534,"Franchement, lézard, c'est bien.",positive,fr
1535,"Il faut lièvre, c'est utile.",positive,fr
1536,"Il faut savoir, c'est utile.",positive,fr
1537,"C'est argile, j'adore.",positive,fr
1538,arrivée — c'est super !,positive,fr
1539,"Franchement, muet, c'est bien.",positive,fr
1540,"Franchement, jadis, c'est bien.",positive,fr
1541,"C'est quadrant, j'adore.",positive,fr
1542,On aime léger.,positive,fr
1543,anneau — c'est super !,positive,fr
1544,"C'est secte, j'adore.",positive,fr
1545,"C'est plume, j'adore.",positive,fr
1546,"Franchement, miséricorde, c'est bien.",positive,fr
1547,grain — c'est super !,positive,fr
1548,"C'est clémence, j'adore.",positive,fr
1549,"Franchement, écueil, c'est bien.",positive,fr
1550,"Franchement, clé, c'est bien.",positive,fr
1551,"Honnêtement, tremblement, c'est mauvais.",negative,fr
1552,"C'est corne, j'adore.",positive,fr
1553,"Franchement, charbon, c'est bien.",positive,fr
1554,"C'est unique, j'adore.",positive,fr
1555,"Franchement, ardent, c'est bien.",positive,fr
1556,ruelle — c'est super !,positive,fr
1557,"Franchement, rage, c'est bien.",positive,fr
1558,"Franchement, plénitude, c'est bien.",positive,fr
1559,"Franchement, sec, c'est bien.",positive,fr
1560,"Franchement, plein, c'est bien.",positive,fr
1561,"C'est faim, j'adore.",positive,fr
1562,soif — c'est nul.,negative,fr
1563,coeur — c'est super !,positive,fr
1564,"Franchement, transparent, c'est bien.",positive,fr
1565,"Franchement, mélodie, c'est bien.",positive,fr
1566,"Franchement, odorat, c'est bien.",positive,fr
1567,cour — c'est super !,positive,fr
1568,"Franchement, corde, c'est bien.",positive,fr
1569,"Franchement, malice, c'est bien.",positive,fr
1570,départ — c'est super !,positive,fr
1571,"Éviter de déchirure, ce n'est pas bien.",negative,fr
1572,sérieux — c'est super !,positive,fr
1573,"Franchement, seconde, c'est bien.",positive,fr
1574,"C'est sécurité, j'adore.",positive,fr
1575,"Franchement, suite, c'est bien.",positive,fr
1576,"Franchement, système, c'est bien.",positive,fr
1577,secret — c'est super !,positive,fr
1578,On aime sauvé.,positive,fr
1579,On n'aime pas souffrir.,negative,fr
1580,On aime gagner.,positive,fr
1581,"Franchement, difficile, c'est bien.",positive,fr
1582,"Franchement, droite, c'est bien.",positive,fr
1583,"manière, c'est une bonne idée.",positive,fr
1584,On aime manquer.,positive,fr
1585,"Franchement, moment, c'est bien.",positive,fr
1586,"C'est mouvais, j'adore.",positive,fr
1587,"C'est meilleur, j'adore.",positive,fr
1588,"Il faut autre, c'est utile.",positive,fr
1589,"Franchement, ancien, c'est bien.",positive,fr
1590,"Il faut abandonner, c'est utile.",positive,fr
1591,On aime accompagner.,positive,fr
1592,On aime amuser.,positive,fr
1593,"Il faut assurer, c'est utile.",positive,fr
1594,On aime attaquer.,positive,fr
1595,automatique — c'est super !,positive,fr
1596,On aime abolir.,positive,fr
1597,"Il faut abhorrer, c'est utile.",positive,fr
1598,"abîmé, c'est une bonne idée.",positive,fr
1599,On aime abondance.,positive,fr
1600,"Il faut abréger, c'est utile.",positive,fr
1601,"C'est absent, j'adore.",positive,fr
1602,"Franchement, abstinence, c'est bien.",positive,fr
1603,On aime abuser.,positive,fr
1604,"Il faut accélérer, c'est utile.",positive,fr
1605,On aime agiter.,positive,fr
1606,On aime affronter.,positive,fr
1607,"Il faut affranchir, c'est utile.",positive,fr
1608,"Franchement, affront, c'est bien.",positive,fr
1609,"C'est besoin, j'adore.",positive,fr
1610,"Il faut battre, c'est utile.",positive,fr
1611,On aime bouger.,positive,fr
1612,"bizarre, c'est une bonne idée.",positive,fr
1613,"Il faut obliger, c'est utile.",positive,fr
1614,protocole — c'est super !,positive,fr
1615,"protèger, c'est une bonne idée.",positive,fr
1616,"pousser, c'est une bonne idée.",positive,fr
1617,"Franchement, problèm, c'est bien.",positive,fr
1618,On aime plaisir.,positive,fr
1619,"Franchement, passage, c'est bien.",positive,fr
1620,"Franchement, propos, c'est bien.",positive,fr
1621,"Il faut habiter, c'est utile.",positive,fr
1622,réseau — c'est super !,positive,fr
1623,"Il faut retirer, c'est utile.",positive,fr
1624,"Il faut nan, c'est utile.",positive,fr
1625,"Il faut jeter, c'est utile.",positive,fr
1626,On aime joli.,positive,fr
1627,juste — c'est super !,positive,fr
1628,"escalier, c'est une bonne idée.",positive,fr
1629,erreur — c'est nul.,negative,fr
1630,ethnie — c'est super !,positive,fr
1631,"Il faut serrer, c'est utile.",positive,fr
1632,"retrouver, c'est une bonne idée.",positive,fr
1633,journal — c'est super !,positive,fr
1634,"Il faut inquiéter, c'est utile.",positive,fr
1635,On parle de un.,neutral,fr
1636,À propos de deux.,neutral,fr
1637,On parle de trois.,neutral,fr
1638,quatre est à considérer.,neutral,fr
1639,À propos de cinq.,neutral,fr
1640,six est mentionné.,neutral,fr
1641,À propos de sept.,neutral,fr
1642,On parle de wight.,neutral,fr
1643,À propos de neuf.,neutral,fr
1644,À propos de dix.,neutral,fr
1645,À propos de onze.,neutral,fr
1646,On parle de douze.,neutral,fr
1647,On parle de trez.,neutral,fr
1648,On parle de quatorze.,neutral,fr
1649,On parle de quinze.,neutral,fr
1650,seize est mentionné.,neutral,fr
1651,dix-sept est mentionné.,neutral,fr
1652,À propos de dix-wight.,neutral,fr
1653,À propos de dix-neuf.,neutral,fr
